"PERIOD";"COMPONENT";"MEASURE";"GENDER";"POPULATION_GROUP";"AGE";"VALUE";"STATUS";"UNIT_MEASURE"
2018;"ALV+SH+IV";"Absolut";"Total";"Total";"25-39";18;"A";"n"
2018;"ALV+SH+IV";"in % aller Beziehenden";"Total";"Total";"25-39";0.0083;"A";"%"
2018;"ALV+SH+IV";"in % ALV";"Total";"Total";"25-39";0.0142;"A";"%"
2018;"ALV+SH+IV";"in % SH";"Total";"Total";"25-39";0.0274;"A";"%"
2018;"ALV+SH+IV";"in % IV";"Total";"Total";"25-39";0.0484;"A";"%"
2018;"ALV+SH+IV";"Absolut";"Total";"Total";"40-54";40;"A";"n"
2018;"ALV+SH+IV";"in % aller Beziehenden";"Total";"Total";"40-54";0.017;"A";"%"
2018;"ALV+SH+IV";"in % ALV";"Total";"Total";"40-54";0.0387;"A";"%"
2018;"ALV+SH+IV";"in % SH";"Total";"Total";"40-54";0.0607;"A";"%"
2018;"ALV+SH+IV";"in % IV";"Total";"Total";"40-54";0.051;"A";"%"
2018;"ALV+SH+IV";"Absolut";"Total";"Total";"55-65";18;"A";"n"
2018;"ALV+SH+IV";"in % aller Beziehenden";"Total";"Total";"55-65";0.0098;"A";"%"
2018;"ALV+SH+IV";"in % ALV";"Total";"Total";"55-65";0.037;"A";"%"
2018;"ALV+SH+IV";"in % SH";"Total";"Total";"55-65";0.055;"A";"%"
2018;"ALV+SH+IV";"in % IV";"Total";"Total";"55-65";0.0166;"A";"%"
2017;"Total";"Absolut";"Total";"Total";"Total";20408;"R";"n"
2017;"Total";"in % aller Beziehenden";"Total";"Total";"Total";2.8398;"R";"%"
2017;"Total";"Absolut";"M";"Total";"Total";10538;"R";"n"
2017;"Total";"in % aller Beziehenden";"M";"Total";"Total";2.7367;"R";"%"
2017;"Total";"Absolut";"F";"Total";"Total";9870;"R";"n"
2017;"Total";"in % aller Beziehenden";"F";"Total";"Total";2.9589;"R";"%"
2017;"Total";"Absolut";"Total";"CH";"Total";11929;"R";"n"
2017;"Total";"in % aller Beziehenden";"Total";"CH";"Total";2.7129;"R";"%"
2017;"Total";"Absolut";"Total";"AUSL";"Total";8479;"R";"n"
2017;"Total";"in % aller Beziehenden";"Total";"AUSL";"Total";3.0399;"R";"%"
2017;"Total";"Absolut";"Total";"Total";"18-24";2031;"R";"n"
2017;"Total";"in % aller Beziehenden";"Total";"Total";"18-24";3.0507;"R";"%"
2017;"Total";"Absolut";"Total";"Total";"25-39";6774;"R";"n"
2017;"Total";"in % aller Beziehenden";"Total";"Total";"25-39";2.9893;"R";"%"
2017;"Total";"Absolut";"Total";"Total";"40-54";7337;"R";"n"
2017;"Total";"in % aller Beziehenden";"Total";"Total";"40-54";3.0054;"R";"%"
2017;"Total";"Absolut";"Total";"Total";"55-65";4266;"R";"n"
2017;"Total";"in % aller Beziehenden";"Total";"Total";"55-65";2.3527;"R";"%"
2017;"ALV+SH";"Absolut";"Total";"Total";"Total";11341;"A";"n"
2017;"ALV+SH";"in % aller Beziehenden";"Total";"Total";"Total";1.5781;"A";"%"
2017;"ALV+SH";"in % ALV";"Total";"Total";"Total";3.4574;"A";"%"
2017;"ALV+SH";"in % SH";"Total";"Total";"Total";5.8974;"A";"%"
2017;"ALV+SH";"Absolut";"M";"Total";"Total";5679;"A";"n"
2017;"ALV+SH";"in % aller Beziehenden";"M";"Total";"Total";1.4748;"A";"%"
2017;"ALV+SH";"in % ALV";"M";"Total";"Total";3.1313;"A";"%"
2017;"ALV+SH";"in % SH";"M";"Total";"Total";5.7865;"A";"%"
2017;"ALV+SH";"Absolut";"F";"Total";"Total";5662;"A";"n"
2017;"ALV+SH";"in % aller Beziehenden";"F";"Total";"Total";1.6974;"A";"%"
2017;"ALV+SH";"in % ALV";"F";"Total";"Total";3.8606;"A";"%"
2017;"ALV+SH";"in % SH";"F";"Total";"Total";6.013;"A";"%"
2017;"ALV+SH";"Absolut";"Total";"CH";"Total";5677;"A";"n"
2017;"ALV+SH";"in % aller Beziehenden";"Total";"CH";"Total";1.2911;"A";"%"
2017;"ALV+SH";"in % ALV";"Total";"CH";"Total";3.2321;"A";"%"
2017;"ALV+SH";"in % SH";"Total";"CH";"Total";5.6234;"A";"%"
2017;"ALV+SH";"Absolut";"Total";"AUSL";"Total";5664;"A";"n"
2017;"ALV+SH";"in % aller Beziehenden";"Total";"AUSL";"Total";2.0306;"A";"%"
2017;"ALV+SH";"in % ALV";"Total";"AUSL";"Total";3.717;"A";"%"
2017;"ALV+SH";"in % SH";"Total";"AUSL";"Total";6.2003;"A";"%"
2017;"ALV+SH";"Absolut";"Total";"Total";"18-24";1561;"A";"n"
2017;"ALV+SH";"in % aller Beziehenden";"Total";"Total";"18-24";2.3447;"A";"%"
2017;"ALV+SH";"in % ALV";"Total";"Total";"18-24";4.2841;"A";"%"
2017;"ALV+SH";"in % SH";"Total";"Total";"18-24";6.2075;"A";"%"
2017;"ALV+SH";"Absolut";"Total";"Total";"25-39";4864;"A";"n"
2017;"ALV+SH";"in % aller Beziehenden";"Total";"Total";"25-39";2.1464;"A";"%"
2017;"ALV+SH";"in % ALV";"Total";"Total";"25-39";3.6195;"A";"%"
2017;"ALV+SH";"in % SH";"Total";"Total";"25-39";7.1413;"A";"%"
2017;"ALV+SH";"Absolut";"Total";"Total";"40-54";3806;"A";"n"
2017;"ALV+SH";"in % aller Beziehenden";"Total";"Total";"40-54";1.559;"A";"%"
2017;"ALV+SH";"in % ALV";"Total";"Total";"40-54";3.489;"A";"%"
2017;"ALV+SH";"in % SH";"Total";"Total";"40-54";5.6733;"A";"%"
2017;"ALV+SH";"Absolut";"Total";"Total";"55-65";1110;"A";"n"
2017;"ALV+SH";"in % aller Beziehenden";"Total";"Total";"55-65";0.6122;"A";"%"
2017;"ALV+SH";"in % ALV";"Total";"Total";"55-65";2.3067;"A";"%"
2017;"ALV+SH";"in % SH";"Total";"Total";"55-65";3.473;"A";"%"
2017;"ALV+IV";"Absolut";"Total";"Total";"Total";2562;"A";"n"
2017;"ALV+IV";"in % aller Beziehenden";"Total";"Total";"Total";0.3565;"A";"%"
2017;"ALV+IV";"in % ALV";"Total";"Total";"Total";0.781;"A";"%"
2017;"ALV+IV";"in % IV";"Total";"Total";"Total";1.0945;"A";"%"
2017;"ALV+IV";"Absolut";"M";"Total";"Total";1349;"A";"n"
2017;"ALV+IV";"in % aller Beziehenden";"M";"Total";"Total";0.3503;"A";"%"
2017;"ALV+IV";"in % ALV";"M";"Total";"Total";0.7438;"A";"%"
2017;"ALV+IV";"in % IV";"M";"Total";"Total";1.078;"A";"%"
2017;"ALV+IV";"Absolut";"F";"Total";"Total";1213;"A";"n"
2017;"ALV+IV";"in % aller Beziehenden";"F";"Total";"Total";0.3636;"A";"%"
2017;"ALV+IV";"in % ALV";"F";"Total";"Total";0.8271;"A";"%"
2017;"ALV+IV";"in % IV";"F";"Total";"Total";1.1134;"A";"%"
2017;"ALV+IV";"Absolut";"Total";"CH";"Total";1949;"A";"n"
2017;"ALV+IV";"in % aller Beziehenden";"Total";"CH";"Total";0.4432;"A";"%"
2017;"ALV+IV";"in % ALV";"Total";"CH";"Total";1.1096;"A";"%"
2017;"ALV+IV";"in % IV";"Total";"CH";"Total";1.0601;"A";"%"
2017;"ALV+IV";"Absolut";"Total";"AUSL";"Total";613;"A";"n"
2017;"ALV+IV";"in % aller Beziehenden";"Total";"AUSL";"Total";0.2198;"A";"%"
2017;"ALV+IV";"in % ALV";"Total";"AUSL";"Total";0.4023;"A";"%"
2017;"ALV+IV";"in % IV";"Total";"AUSL";"Total";1.2201;"A";"%"
2017;"ALV+IV";"Absolut";"Total";"Total";"18-24";110;"A";"n"
2017;"ALV+IV";"in % aller Beziehenden";"Total";"Total";"18-24";0.1652;"A";"%"
2017;"ALV+IV";"in % ALV";"Total";"Total";"18-24";0.3019;"A";"%"
2017;"ALV+IV";"in % IV";"Total";"Total";"18-24";1.2513;"A";"%"
2017;"ALV+IV";"Absolut";"Total";"Total";"25-39";431;"A";"n"
2017;"ALV+IV";"in % aller Beziehenden";"Total";"Total";"25-39";0.1902;"A";"%"
2017;"ALV+IV";"in % ALV";"Total";"Total";"25-39";0.3207;"A";"%"
2017;"ALV+IV";"in % IV";"Total";"Total";"25-39";1.1832;"A";"%"
2017;"ALV+IV";"Absolut";"Total";"Total";"40-54";886;"A";"n"
2017;"ALV+IV";"in % aller Beziehenden";"Total";"Total";"40-54";0.3629;"A";"%"
2017;"ALV+IV";"in % ALV";"Total";"Total";"40-54";0.8122;"A";"%"
2017;"ALV+IV";"in % IV";"Total";"Total";"40-54";1.0957;"A";"%"
2017;"ALV+IV";"Absolut";"Total";"Total";"55-65";1135;"A";"n"
2017;"ALV+IV";"in % aller Beziehenden";"Total";"Total";"55-65";0.6259;"A";"%"
2017;"ALV+IV";"in % ALV";"Total";"Total";"55-65";2.3587;"A";"%"
2017;"ALV+IV";"in % IV";"Total";"Total";"55-65";1.0508;"A";"%"
2017;"SH+IV";"Absolut";"Total";"Total";"Total";6576;"A";"n"
2017;"SH+IV";"in % aller Beziehenden";"Total";"Total";"Total";0.9151;"A";"%"
2017;"SH+IV";"in % SH";"Total";"Total";"Total";3.4196;"A";"%"
2017;"SH+IV";"in % IV";"Total";"Total";"Total";2.8092;"A";"%"
2017;"SH+IV";"Absolut";"M";"Total";"Total";3541;"A";"n"
2017;"SH+IV";"in % aller Beziehenden";"M";"Total";"Total";0.9196;"A";"%"
2017;"SH+IV";"in % SH";"M";"Total";"Total";3.608;"A";"%"
2017;"SH+IV";"in % IV";"M";"Total";"Total";2.8296;"A";"%"
2017;"SH+IV";"Absolut";"F";"Total";"Total";3035;"A";"n"
2017;"SH+IV";"in % aller Beziehenden";"F";"Total";"Total";0.9098;"A";"%"
2017;"SH+IV";"in % SH";"F";"Total";"Total";3.2231;"A";"%"
2017;"SH+IV";"in % IV";"F";"Total";"Total";2.7858;"A";"%"
2017;"SH+IV";"Absolut";"Total";"CH";"Total";4352;"A";"n"
2017;"SH+IV";"in % aller Beziehenden";"Total";"CH";"Total";0.9897;"A";"%"
2017;"SH+IV";"in % SH";"Total";"CH";"Total";4.3109;"A";"%"
2017;"SH+IV";"in % IV";"Total";"CH";"Total";2.3672;"A";"%"
2017;"SH+IV";"Absolut";"Total";"AUSL";"Total";2224;"A";"n"
2017;"SH+IV";"in % aller Beziehenden";"Total";"AUSL";"Total";0.7973;"A";"%"
2017;"SH+IV";"in % SH";"Total";"AUSL";"Total";2.4346;"A";"%"
2017;"SH+IV";"in % IV";"Total";"AUSL";"Total";4.4265;"A";"%"
2017;"SH+IV";"Absolut";"Total";"Total";"18-24";366;"A";"n"
2017;"SH+IV";"in % aller Beziehenden";"Total";"Total";"18-24";0.5498;"A";"%"
2017;"SH+IV";"in % SH";"Total";"Total";"18-24";1.4554;"A";"%"
2017;"SH+IV";"in % IV";"Total";"Total";"18-24";4.1633;"A";"%"
2017;"SH+IV";"Absolut";"Total";"Total";"25-39";1495;"A";"n"
2017;"SH+IV";"in % aller Beziehenden";"Total";"Total";"25-39";0.6597;"A";"%"
2017;"SH+IV";"in % SH";"Total";"Total";"25-39";2.1949;"A";"%"
2017;"SH+IV";"in % IV";"Total";"Total";"25-39";4.1042;"A";"%"
2017;"SH+IV";"Absolut";"Total";"Total";"40-54";2675;"A";"n"
2017;"SH+IV";"in % aller Beziehenden";"Total";"Total";"40-54";1.0957;"A";"%"
2017;"SH+IV";"in % SH";"Total";"Total";"40-54";3.9874;"A";"%"
2017;"SH+IV";"in % IV";"Total";"Total";"40-54";3.3082;"A";"%"
2017;"SH+IV";"Absolut";"Total";"Total";"55-65";2040;"A";"n"
2017;"SH+IV";"in % aller Beziehenden";"Total";"Total";"55-65";1.1251;"A";"%"
2017;"SH+IV";"in % SH";"Total";"Total";"55-65";6.3828;"A";"%"
2017;"SH+IV";"in % IV";"Total";"Total";"55-65";1.8887;"A";"%"
2017;"ALV+SH+IV";"Absolut";"Total";"Total";"Total";72;"A";"n"
2017;"ALV+SH+IV";"in % aller Beziehenden";"Total";"Total";"Total";0.01;"A";"%"
2017;"ALV+SH+IV";"in % ALV";"Total";"Total";"Total";0.0219;"A";"%"
2017;"ALV+SH+IV";"in % SH";"Total";"Total";"Total";0.0374;"A";"%"
2017;"ALV+SH+IV";"in % IV";"Total";"Total";"Total";0.0308;"A";"%"
2017;"ALV+SH+IV";"Absolut";"M";"Total";"Total";29;"A";"n"
2017;"ALV+SH+IV";"in % aller Beziehenden";"M";"Total";"Total";0.0075;"A";"%"
2017;"ALV+SH+IV";"in % ALV";"M";"Total";"Total";0.016;"A";"%"
2017;"ALV+SH+IV";"in % SH";"M";"Total";"Total";0.0295;"A";"%"
2017;"ALV+SH+IV";"in % IV";"M";"Total";"Total";0.0232;"A";"%"
2017;"ALV+SH+IV";"Absolut";"F";"Total";"Total";43;"A";"n"
2017;"ALV+SH+IV";"in % aller Beziehenden";"F";"Total";"Total";0.0129;"A";"%"
2017;"ALV+SH+IV";"in % ALV";"F";"Total";"Total";0.0293;"A";"%"
2017;"ALV+SH+IV";"in % SH";"F";"Total";"Total";0.0457;"A";"%"
2017;"ALV+SH+IV";"in % IV";"F";"Total";"Total";0.0395;"A";"%"
2017;"ALV+SH+IV";"Absolut";"Total";"CH";"Total";44;"A";"n"
2017;"ALV+SH+IV";"in % aller Beziehenden";"Total";"CH";"Total";0.01;"A";"%"
2017;"ALV+SH+IV";"in % ALV";"Total";"CH";"Total";0.0251;"A";"%"
2017;"ALV+SH+IV";"in % SH";"Total";"CH";"Total";0.0436;"A";"%"
2017;"ALV+SH+IV";"in % IV";"Total";"CH";"Total";0.0239;"A";"%"
2017;"ALV+SH+IV";"Absolut";"Total";"AUSL";"Total";28;"A";"n"
2017;"ALV+SH+IV";"in % aller Beziehenden";"Total";"AUSL";"Total";0.01;"A";"%"
2017;"ALV+SH+IV";"in % ALV";"Total";"AUSL";"Total";0.0184;"A";"%"
2017;"ALV+SH+IV";"in % SH";"Total";"AUSL";"Total";0.0307;"A";"%"
2017;"ALV+SH+IV";"in % IV";"Total";"AUSL";"Total";0.0557;"A";"%"
2017;"ALV+SH+IV";"Absolut";"Total";"Total";"18-24";1;"A";"n"
2017;"ALV+SH+IV";"in % aller Beziehenden";"Total";"Total";"18-24";0.0015;"A";"%"
2017;"ALV+SH+IV";"in % ALV";"Total";"Total";"18-24";0.0027;"A";"%"
2017;"ALV+SH+IV";"in % SH";"Total";"Total";"18-24";0.004;"A";"%"
2017;"ALV+SH+IV";"in % IV";"Total";"Total";"18-24";0.0114;"A";"%"
2017;"ALV+SH+IV";"Absolut";"Total";"Total";"25-39";19;"A";"n"
2017;"ALV+SH+IV";"in % aller Beziehenden";"Total";"Total";"25-39";0.0084;"A";"%"
2017;"ALV+SH+IV";"in % ALV";"Total";"Total";"25-39";0.0141;"A";"%"
2017;"ALV+SH+IV";"in % SH";"Total";"Total";"25-39";0.0279;"A";"%"
2017;"ALV+SH+IV";"in % IV";"Total";"Total";"25-39";0.0522;"A";"%"
2017;"ALV+SH+IV";"Absolut";"Total";"Total";"40-54";30;"A";"n"
2017;"ALV+SH+IV";"in % aller Beziehenden";"Total";"Total";"40-54";0.0123;"A";"%"
2017;"ALV+SH+IV";"in % ALV";"Total";"Total";"40-54";0.0275;"A";"%"
2017;"ALV+SH+IV";"in % SH";"Total";"Total";"40-54";0.0447;"A";"%"
2017;"ALV+SH+IV";"in % IV";"Total";"Total";"40-54";0.0371;"A";"%"
2017;"ALV+SH+IV";"Absolut";"Total";"Total";"55-65";22;"A";"n"
2017;"ALV+SH+IV";"in % aller Beziehenden";"Total";"Total";"55-65";0.0121;"A";"%"
2017;"ALV+SH+IV";"in % ALV";"Total";"Total";"55-65";0.0457;"A";"%"
2017;"ALV+SH+IV";"in % SH";"Total";"Total";"55-65";0.0688;"A";"%"
2017;"ALV+SH+IV";"in % IV";"Total";"Total";"55-65";0.0204;"A";"%"
2016;"Total";"Absolut";"Total";"Total";"Total";20737;"R";"n"
2016;"Total";"in % aller Beziehenden";"Total";"Total";"Total";2.8898;"R";"%"
2016;"Total";"Absolut";"M";"Total";"Total";10753;"R";"n"
2016;"Total";"in % aller Beziehenden";"M";"Total";"Total";2.7914;"R";"%"
2016;"Total";"Absolut";"F";"Total";"Total";9984;"R";"n"
2016;"Total";"in % aller Beziehenden";"F";"Total";"Total";3.0039;"R";"%"
2016;"Total";"Absolut";"Total";"CH";"Total";12035;"R";"n"
2016;"Total";"in % aller Beziehenden";"Total";"CH";"Total";2.7334;"R";"%"
2016;"Total";"Absolut";"Total";"AUSL";"Total";8702;"R";"n"
2016;"Total";"in % aller Beziehenden";"Total";"AUSL";"Total";3.1383;"R";"%"
2016;"Total";"Absolut";"Total";"Total";"18-24";2116;"R";"n"
2016;"Total";"in % aller Beziehenden";"Total";"Total";"18-24";3.0197;"R";"%"
2016;"Total";"Absolut";"Total";"Total";"25-39";6950;"R";"n"
2016;"Total";"in % aller Beziehenden";"Total";"Total";"25-39";3.0836;"R";"%"
2016;"Total";"Absolut";"Total";"Total";"40-54";7508;"R";"n"
2016;"Total";"in % aller Beziehenden";"Total";"Total";"40-54";3.0659;"R";"%"
2016;"Total";"Absolut";"Total";"Total";"55-65";4163;"R";"n"
2016;"Total";"in % aller Beziehenden";"Total";"Total";"55-65";2.3489;"R";"%"
2016;"ALV+SH";"Absolut";"Total";"Total";"Total";11654;"A";"n"
2016;"ALV+SH";"in % aller Beziehenden";"Total";"Total";"Total";1.6241;"A";"%"
2016;"ALV+SH";"in % ALV";"Total";"Total";"Total";3.5384;"A";"%"
2016;"ALV+SH";"in % SH";"Total";"Total";"Total";6.1582;"A";"%"
2016;"ALV+SH";"Absolut";"M";"Total";"Total";5891;"A";"n"
2016;"ALV+SH";"in % aller Beziehenden";"M";"Total";"Total";1.5293;"A";"%"
2016;"ALV+SH";"in % ALV";"M";"Total";"Total";3.2154;"A";"%"
2016;"ALV+SH";"in % SH";"M";"Total";"Total";6.1093;"A";"%"
2016;"ALV+SH";"Absolut";"F";"Total";"Total";5763;"A";"n"
2016;"ALV+SH";"in % aller Beziehenden";"F";"Total";"Total";1.7339;"A";"%"
2016;"ALV+SH";"in % ALV";"F";"Total";"Total";3.9432;"A";"%"
2016;"ALV+SH";"in % SH";"F";"Total";"Total";6.209;"A";"%"
2016;"ALV+SH";"Absolut";"Total";"CH";"Total";5841;"A";"n"
2016;"ALV+SH";"in % aller Beziehenden";"Total";"CH";"Total";1.3266;"A";"%"
2016;"ALV+SH";"in % ALV";"Total";"CH";"Total";3.2909;"A";"%"
2016;"ALV+SH";"in % SH";"Total";"CH";"Total";5.8741;"A";"%"
2016;"ALV+SH";"Absolut";"Total";"AUSL";"Total";5813;"A";"n"
2016;"ALV+SH";"in % aller Beziehenden";"Total";"AUSL";"Total";2.0964;"A";"%"
2016;"ALV+SH";"in % ALV";"Total";"AUSL";"Total";3.8276;"A";"%"
2016;"ALV+SH";"in % SH";"Total";"AUSL";"Total";6.4728;"A";"%"
2016;"ALV+SH";"Absolut";"Total";"Total";"18-24";1623;"A";"n"
2016;"ALV+SH";"in % aller Beziehenden";"Total";"Total";"18-24";2.3161;"A";"%"
2016;"ALV+SH";"in % ALV";"Total";"Total";"18-24";4.1126;"A";"%"
2016;"ALV+SH";"in % SH";"Total";"Total";"18-24";6.2839;"A";"%"
2016;"ALV+SH";"Absolut";"Total";"Total";"25-39";5078;"A";"n"
2016;"ALV+SH";"in % aller Beziehenden";"Total";"Total";"25-39";2.253;"A";"%"
2016;"ALV+SH";"in % ALV";"Total";"Total";"25-39";3.7401;"A";"%"
2016;"ALV+SH";"in % SH";"Total";"Total";"25-39";7.604;"A";"%"
2016;"ALV+SH";"Absolut";"Total";"Total";"40-54";3860;"A";"n"
2016;"ALV+SH";"in % aller Beziehenden";"Total";"Total";"40-54";1.5762;"A";"%"
2016;"ALV+SH";"in % ALV";"Total";"Total";"40-54";3.5601;"A";"%"
2016;"ALV+SH";"in % SH";"Total";"Total";"40-54";5.818;"A";"%"
2016;"ALV+SH";"Absolut";"Total";"Total";"55-65";1093;"A";"n"
2016;"ALV+SH";"in % aller Beziehenden";"Total";"Total";"55-65";0.6167;"A";"%"
2016;"ALV+SH";"in % ALV";"Total";"Total";"55-65";2.3915;"A";"%"
2016;"ALV+SH";"in % SH";"Total";"Total";"55-65";3.6087;"A";"%"
2016;"ALV+IV";"Absolut";"Total";"Total";"Total";2597;"A";"n"
2016;"ALV+IV";"in % aller Beziehenden";"Total";"Total";"Total";0.3619;"A";"%"
2016;"ALV+IV";"in % ALV";"Total";"Total";"Total";0.7885;"A";"%"
2016;"ALV+IV";"in % IV";"Total";"Total";"Total";1.1008;"A";"%"
2016;"ALV+IV";"Absolut";"M";"Total";"Total";1360;"A";"n"
2016;"ALV+IV";"in % aller Beziehenden";"M";"Total";"Total";0.353;"A";"%"
2016;"ALV+IV";"in % ALV";"M";"Total";"Total";0.7423;"A";"%"
2016;"ALV+IV";"in % IV";"M";"Total";"Total";1.0797;"A";"%"
2016;"ALV+IV";"Absolut";"F";"Total";"Total";1237;"A";"n"
2016;"ALV+IV";"in % aller Beziehenden";"F";"Total";"Total";0.3722;"A";"%"
2016;"ALV+IV";"in % ALV";"F";"Total";"Total";0.8464;"A";"%"
2016;"ALV+IV";"in % IV";"F";"Total";"Total";1.1251;"A";"%"
2016;"ALV+IV";"Absolut";"Total";"CH";"Total";1974;"A";"n"
2016;"ALV+IV";"in % aller Beziehenden";"Total";"CH";"Total";0.4483;"A";"%"
2016;"ALV+IV";"in % ALV";"Total";"CH";"Total";1.1122;"A";"%"
2016;"ALV+IV";"in % IV";"Total";"CH";"Total";1.0689;"A";"%"
2016;"ALV+IV";"Absolut";"Total";"AUSL";"Total";623;"A";"n"
2016;"ALV+IV";"in % aller Beziehenden";"Total";"AUSL";"Total";0.2247;"A";"%"
2016;"ALV+IV";"in % ALV";"Total";"AUSL";"Total";0.4102;"A";"%"
2016;"ALV+IV";"in % IV";"Total";"AUSL";"Total";1.2161;"A";"%"
2016;"ALV+IV";"Absolut";"Total";"Total";"18-24";124;"A";"n"
2016;"ALV+IV";"in % aller Beziehenden";"Total";"Total";"18-24";0.177;"A";"%"
2016;"ALV+IV";"in % ALV";"Total";"Total";"18-24";0.3142;"A";"%"
2016;"ALV+IV";"in % IV";"Total";"Total";"18-24";1.381;"A";"%"
2016;"ALV+IV";"Absolut";"Total";"Total";"25-39";423;"A";"n"
2016;"ALV+IV";"in % aller Beziehenden";"Total";"Total";"25-39";0.1877;"A";"%"
2016;"ALV+IV";"in % ALV";"Total";"Total";"25-39";0.3116;"A";"%"
2016;"ALV+IV";"in % IV";"Total";"Total";"25-39";1.1848;"A";"%"
2016;"ALV+IV";"Absolut";"Total";"Total";"40-54";983;"A";"n"
2016;"ALV+IV";"in % aller Beziehenden";"Total";"Total";"40-54";0.4014;"A";"%"
2016;"ALV+IV";"in % ALV";"Total";"Total";"40-54";0.9066;"A";"%"
2016;"ALV+IV";"in % IV";"Total";"Total";"40-54";1.1774;"A";"%"
2016;"ALV+IV";"Absolut";"Total";"Total";"55-65";1067;"A";"n"
2016;"ALV+IV";"in % aller Beziehenden";"Total";"Total";"55-65";0.602;"A";"%"
2016;"ALV+IV";"in % ALV";"Total";"Total";"55-65";2.3346;"A";"%"
2016;"ALV+IV";"in % IV";"Total";"Total";"55-65";0.9903;"A";"%"
2016;"SH+IV";"Absolut";"Total";"Total";"Total";6550;"A";"n"
2016;"SH+IV";"in % aller Beziehenden";"Total";"Total";"Total";0.9128;"A";"%"
2016;"SH+IV";"in % SH";"Total";"Total";"Total";3.4612;"A";"%"
2016;"SH+IV";"in % IV";"Total";"Total";"Total";2.7765;"A";"%"
2016;"SH+IV";"Absolut";"M";"Total";"Total";3526;"A";"n"
2016;"SH+IV";"in % aller Beziehenden";"M";"Total";"Total";0.9153;"A";"%"
2016;"SH+IV";"in % SH";"M";"Total";"Total";3.6567;"A";"%"
2016;"SH+IV";"in % IV";"M";"Total";"Total";2.7993;"A";"%"
2016;"SH+IV";"Absolut";"F";"Total";"Total";3024;"A";"n"
2016;"SH+IV";"in % aller Beziehenden";"F";"Total";"Total";0.9098;"A";"%"
2016;"SH+IV";"in % SH";"F";"Total";"Total";3.258;"A";"%"
2016;"SH+IV";"in % IV";"F";"Total";"Total";2.7504;"A";"%"
2016;"SH+IV";"Absolut";"Total";"CH";"Total";4265;"A";"n"
2016;"SH+IV";"in % aller Beziehenden";"Total";"CH";"Total";0.9687;"A";"%"
2016;"SH+IV";"in % SH";"Total";"CH";"Total";4.2891;"A";"%"
2016;"SH+IV";"in % IV";"Total";"CH";"Total";2.3094;"A";"%"
2016;"SH+IV";"Absolut";"Total";"AUSL";"Total";2285;"A";"n"
2016;"SH+IV";"in % aller Beziehenden";"Total";"AUSL";"Total";0.8241;"A";"%"
2016;"SH+IV";"in % SH";"Total";"AUSL";"Total";2.5444;"A";"%"
2016;"SH+IV";"in % IV";"Total";"AUSL";"Total";4.4605;"A";"%"
2016;"SH+IV";"Absolut";"Total";"Total";"18-24";371;"A";"n"
2016;"SH+IV";"in % aller Beziehenden";"Total";"Total";"18-24";0.5294;"A";"%"
2016;"SH+IV";"in % SH";"Total";"Total";"18-24";1.4364;"A";"%"
2016;"SH+IV";"in % IV";"Total";"Total";"18-24";4.1319;"A";"%"
2016;"SH+IV";"Absolut";"Total";"Total";"25-39";1465;"A";"n"
2016;"SH+IV";"in % aller Beziehenden";"Total";"Total";"25-39";0.65;"A";"%"
2016;"SH+IV";"in % SH";"Total";"Total";"25-39";2.1937;"A";"%"
2016;"SH+IV";"in % IV";"Total";"Total";"25-39";4.1034;"A";"%"
2016;"SH+IV";"Absolut";"Total";"Total";"40-54";2692;"A";"n"
2016;"SH+IV";"in % aller Beziehenden";"Total";"Total";"40-54";1.0993;"A";"%"
2016;"SH+IV";"in % SH";"Total";"Total";"40-54";4.0575;"A";"%"
2016;"SH+IV";"in % IV";"Total";"Total";"40-54";3.2245;"A";"%"
2016;"SH+IV";"Absolut";"Total";"Total";"55-65";2022;"A";"n"
2016;"SH+IV";"in % aller Beziehenden";"Total";"Total";"55-65";1.1409;"A";"%"
2016;"SH+IV";"in % SH";"Total";"Total";"55-65";6.6759;"A";"%"
2016;"SH+IV";"in % IV";"Total";"Total";"55-65";1.8767;"A";"%"
2016;"ALV+SH+IV";"Absolut";"Total";"Total";"Total";84;"A";"n"
2016;"ALV+SH+IV";"in % aller Beziehenden";"Total";"Total";"Total";0.0117;"A";"%"
2016;"ALV+SH+IV";"in % ALV";"Total";"Total";"Total";0.0255;"A";"%"
2016;"ALV+SH+IV";"in % SH";"Total";"Total";"Total";0.0444;"A";"%"
2016;"ALV+SH+IV";"in % IV";"Total";"Total";"Total";0.0356;"A";"%"
2016;"ALV+SH+IV";"Absolut";"M";"Total";"Total";35;"A";"n"
2016;"ALV+SH+IV";"in % aller Beziehenden";"M";"Total";"Total";0.0091;"A";"%"
2016;"ALV+SH+IV";"in % ALV";"M";"Total";"Total";0.0191;"A";"%"
2016;"ALV+SH+IV";"in % SH";"M";"Total";"Total";0.0363;"A";"%"
2016;"ALV+SH+IV";"in % IV";"M";"Total";"Total";0.0278;"A";"%"
2016;"ALV+SH+IV";"Absolut";"F";"Total";"Total";49;"A";"n"
2016;"ALV+SH+IV";"in % aller Beziehenden";"F";"Total";"Total";0.0147;"A";"%"
2016;"ALV+SH+IV";"in % ALV";"F";"Total";"Total";0.0335;"A";"%"
2016;"ALV+SH+IV";"in % SH";"F";"Total";"Total";0.0528;"A";"%"
2016;"ALV+SH+IV";"in % IV";"F";"Total";"Total";0.0446;"A";"%"
